code_9d,code_6d,system,subcode,description,source_file
,003-017,003,017,Cover - Pre-Heater Control,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
,003-018,003,018,Relay - Glow Plug,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
,003-019,003,019,"Bracket - Pre-Heater, Grid Type",VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
,003-020,003,020,"Indicator - Ready, Glow Plug",VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
,003-021,003,021,Inner - Pre-HealerCable Rusbar Clow Dlug,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
,003-022,003,022,"Cable - Dusbal, Glow Plug",VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
,003-023,003,023,Cable - Glow Plug,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
,003-024,003,024,Breather Element w/Harness - Engine Heater,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
,003-025,003,025,O-Ring - Glow Plug,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
,003-027,003,027,Sensor - Thermo Diesel Glow Plug,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
,003-028,003,028,Resistor - Dropping Diesel Glow Plug,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
,003-029,003,029,Controller - Glow Plug,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
,004-000,004,000,Starter - Air,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
,004-001,004,001,Fill Valve - Air,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
,004-002,004,002,Check Valve - Air Supply,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
,004-003,004,003,Drain Valve - Air Supply,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
,004-004,004,004,Gladhand Valve,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
,004-005,004,005,Tank (Receiver) - Air,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
,004-006,004,006,J-Brackets - Tank,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
,004-007,004,007,Control Valve - Manual,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
,004-008,004,008,Relay Valve - Remote Control,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
,004-009,004,009,Relay Valve - Starter,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
,004-010,004,010,Control Valve - Solenoid,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
,004-011,004,011,Lubricator - In-Line,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
,004-012,004,012,Lubricator - Fuel Oil,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
,004-013,004,013,Lubricator - Lube Oil,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
,004-014,004,014,Muffler - Exhaust,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
,004-015,004,015,Exhaust Valve - Air Starter,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
,004-017,004,017,Coupling - Air Starter,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
,004-018,004,018,Motor - Starter Air,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
,004-019,004,019,Coupler (Dummy) - Air Starter,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
,004-020,004,020,Diaphragm - Check Valve Air Supply,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
,004-022,004,022,"Spring - Check Valve, Air Supply",VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
,004-023,004,023,"Seat - Check Valve, Air Supply",VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
,004-024,004,024,Repair Kit - Starter (Relay) Valve,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
,004-025,004,025,Repair Kit - Solenoid Control Valve,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
,004-026,004,026,Plunger (Armature) - Control Valve,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
,004-027,004,027,"Spring - Plunger Return, Control Valve",VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
,004-028,004,028,Repair Kit - Air Starter,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
,004-029,004,029,Vane (Blade) - Air Starter,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
,004-030,004,030,"Bushing - Valve Stop, Air Supply",VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
,004-031,004,031,"Bolt - Mounting, Starter",VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
,004-032,004,032,"Spacer - Bell Housing, Starter",VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
,004-033,004,033,"Button - Manual, Control Valve",VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
,004-034,004,034,Starter Assembly - Air,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
,004-035,004,035,Bearing - Air Starter,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
,004-036,004,036,O-Ring - Air Starter,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
,004-037,004,037,Seal - Air Starter,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
,004-038,004,038,Shall - Alf Starter,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
,004-039,004,039,Gasket - Air Starter,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
082-004-041,,082,004,Retainer - Air Starter,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
,004-047,004,047,Bearing - Shaft Drive,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
,004-042,004,042,Bearing - Botor & Plate,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
,004-044,004,044,"Bearing - Shaft Drive, Gear End",VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
,004-046,004,046,Bearing - Housing Drive End,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
,004-048,004,048,"Fitting, Air Line - Air Starter",VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
032-004-049,,032,004,Mounting Bracket - Low Pressure Switch,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
033-001-029,,033,001,Wiring Harness - Ignition Key Lamp,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
032-004-051,,032,004,"Bracket - Solenoid, Air Starter",VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
033-001-030,,033,001,Cylinder and Keys - Ignition,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
032-004-053,,032,004,Decal - Starter Motor,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
033-001-031,,033,001,Cylinder Assembly - Ignition Lock,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
032-004-054,,032,004,Ring - Actuator Piston,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
033-001-032,,033,001,"Clamp - Lock Cylinder, Ignition",VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
032-004-055,,032,004,Hardware Mounting - Air Fill Valve,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
033-001-033,,033,001,Housing - Lock Cylinder Janition,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
032-004-056,,032,004,Brace - Air Tank,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
033-001-034,,033,001,Clamp - Housing Lock Cylinder Ignition,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
022-004-050,,022,004,Eilter Air Starter,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
022-001-025,,022,001,Actuator Ignition Switch,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
032-004-057,,032,004,Filler - Alf Starter,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
033-001-035,,033,001,Actuator - Ignition Switch,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
032-004-058,,032,004,Mounting Kit - Air Starter,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
033-001-036,,033,001,Clamp - Ignition Switch,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
032-004-059,,032,004,Bracket - Air Starter Muffler,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
033-001-037,,033,001,Relay - Ignition Switch,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
032-004-060,,032,004,"Line, Air - Air Starter",VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
033-001-038,,033,001,Tumbler - Ignition Switch,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
032-004-061,,032,004,Seal - Gladhand,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
033-001-039,,033,001,Fob - Remote Start,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
032-004-062,,032,004,Gauge Box - Air Starter,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
033-002-000,,033,002,Distributor - Engine Assembly,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
032-004-063,,032,004,"Valve - Reservoir, Air Starter Motor",VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
033-002-001,,033,002,Distributor Assembly,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
032-005-000,,032,005,Battery Charger - On Board,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
033-002-002,,033,002,"Hardware, Mounting - Distributor Assembly",VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
032-005-001,,032,005,Bracket - On Board Battery Charger,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
033-002-003,,033,002,Cap - Distributor,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
032-005-002,,032,005,Charger - Battery Trickle On-Board,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
033-002-004,,033,002,Botor - Distributor,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
032-005-003,,032,005,Wiring Harness - Battery Charger,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
022-005-000,,022,005,Hardwara Mounting On Poord Pattony Charger,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
000-002-000,,000,002,Prosker Distributor,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
032-005-004,,032,005,"Ratuwale, Mounting - On Board Battery Charger",VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
032-005-005,,032,005,"Battery Charger - Conventional, Mobile",VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
033-002-007,,033,002,Housing - Distributor,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
032-005-006,,032,005,Battery Charger - Cover,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
033-002-008,,033,002,Shaft - Distributor,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
032-005-007,,032,005,"Battery Charger - Automated, Mobile",VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
033-002-009,,033,002,Cam - Distributor,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
032-005-008,,032,005,"Battery Charger - Automated, Fixed",VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
033-002-010,,033,002,Weight - Distributor,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
032-005-009,,032,005,"Cover - Battery Charger, On-Board",VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
033-002-011,,033,002,Spring - Distributor Weight,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
032-005-010,,032,005,"Hardware, Mounting - Cover, Battery Charger,",VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
033-002-012,,033,002,"Gear - Driven, Distributor",VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
033-002-013,,033,002,Pin - Distributor Gear,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
032-005-011,,032,005,"Connector - Battery Charger, On-Board",VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
033-002-014,,033,002,Condenser - Ignition Distributor,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
032-005-012,,032,005,Auto Fiect - Power Line,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
033-002-015,,033,002,Hardware Mounting - Condenser,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
032-005-013,,032,005,Connect - Auto Fiect Power Line,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
033-002-016,,033,002,Gasket - Distributor To Cylinder Block,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
032-005-014,,032,005,Sonarator/Interconnect Battery,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
033-002-017,,033,002,Botardor Distributor Vacuum,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
032-002-017,,032,002,Vacuum Advance Distributor,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
032-000-000,,032,000,Presket Emergency Start,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
032-000-001,,032,000,Ochla Electrical Emergency Start,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
033-002-019,,033,002,Fipe - Vacuum Spark Control,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
032-000-002,,032,000,"Cable, Electrical - Emergency Start",VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
033-002-020,,033,002,"Filling - Pipe, vacuum Spark Control",VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
032-006-003,,032,006,Decal - Emergency Start,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
033-002-021,,033,002,"Hardware, Mounting - Distributor Vacuum",VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
032-006-052,,032,006,Decal - Air Start System,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
032-006-053,,032,006,"Clamp, Cable - Emergency Start",VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
033-002-022,,033,002,Dust Shield,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
032-006-054,,032,006,"Hardware, Mounting - Emergency Start",VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
033-002-023,,033,002,"Nipple - Secondary Wires, Distributor",VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
032-007-000,,032,007,Starter - Hydraulic,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
033-002-024,,033,002,"Pick-Up - Ignition, Electronic",VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
032-007-001,,032,007,Starter Assembly - Hydraulic,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
033-002-025,,033,002,Control Module - Electronic Ignition System,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
032-007-002,,032,007,"Control - Starter Assembly, Hydraulic",VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
033-002-026,,033,002,Insulator - Primary Lead,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
032-007-003,,032,007,"Head - Starter Assembly, Hydraulic",VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
033-002-027,,033,002,Conductor - Primary Lead,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
032-007-004,,032,007,"Repair Kit - Starter Assembly, Hydraulic",VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
033-002-028,,033,002,Switch - Distributor,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
033-000-000,,033,000,Ignition System,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
033-002-029,,033,002,Hardware Mounting- Electronic Ignition System,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
033-001-000,,033,001,Ignition Switch,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
033-001-001,,033,001,Switch - Ignition,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
033-002-030,,033,002,Hardware Mounting - Distributor Switch,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
033-001-002,,033,001,Grammat Ignition Wire,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
033-002-031,,033,002,Poluctor,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
033-001-003,,033,001,Culiadar Instition Lock,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
033-002-032,,033,002,Gasket - Distributor Body to Cap,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
033-001-004,,033,001,Cylinder - Ignition Lock,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
033-002-033,,033,002,Resistor - Ignition,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
033-001-005,,033,001,Buzzer - Ignition Switch,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
033-002-034,,033,002,"Software - Control Module, Electronic Ignition",VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
033-001-006,,033,001,Tune Up Kit - Ignition,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
033-001-007,,033,001,"Nut - Mounting, Ignition Switch",VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
033-002-035,,033,002,Wiring Harness - Distributor,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
033-001-008,,033,001,Wiring - Ignition Switch,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
033-002-036,,033,002,"Wire - Ground, Distributor",VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
033-001-009,,033,001,"Hardware, Mounting - Ignition Switch",VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
033-002-037,,033,002,"Valve - Vacuum Advance Delay, Distributor",VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
033-001-010,,033,001,Escutcheons - Ignition Switch,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
033-002-038,,033,002,Wick - Distributor,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
033-001-011,,033,001,Keys - Key Set,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
033-002-039,,033,002,Stator - Electronic Ignition,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
033-001-012,,033,001,Switch - Starter Interrupter,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
033-002-040,,033,002,Coil - Distributor Pick-Up,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
033-001-013,,033,001,"Spring - Switch, Starter Interrupter",VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
033-002-041,,033,002,Pole Piece Assembly - Distributor,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
033-001-014,,033,001,Bracket - Switch Starter Interrupter,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
033-002-042,,033,002,Capacitor - Electronic Ignition,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
033-001-015,,033,001,Bezel - Ignition Switch,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
033-003-000,,033,003,Coil & Spark Plugs,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
033-001-016,,033,001,Bracket - Thermostat Starter Control,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
033-003-001,,033,003,Coil - Ignition,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
033-001-017,,033,001,Spacer - Ignition Switch,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
033-003-002,,033,003,"Hardware, Mounting - Ignition Coil",VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
000-001-010,,000,001,Ring - Ignition Switch,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
000-000-004,,000,000,,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
000-001-019,,000,001,Mixing Cterter Interlation,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
033-001-020,,033,001,winng - Starter Interiock,VMRS_HB_COMPLETE_v20 page 8_pages_76-100.md
