code_9d,code_6d,system,subcode,description,source_file
036-008-010,,036,008,Microphone - Surveillance System | 027-024-004 | Modulator Valve - 1-2 Or Shift Control,VMRS_HB_COMPLETE_v20 page 6_pages_51-75.md
151-001-227,,151,001,Microprocessor - APU | 027-024-008 | Modulator Valve - 2-3,VMRS_HB_COMPLETE_v20 page 6_pages_51-75.md
082-012-058,,082,012,Microprocessor - Control Panel | 013-011-075 | Modulator Valve - Air Brake Assembly,VMRS_HB_COMPLETE_v20 page 6_pages_51-75.md
052-014-000,,052,014,Microwave Oven | 013-011-071 | Modulator Valve - Antilock Brakes,VMRS_HB_COMPLETE_v20 page 6_pages_51-75.md
052-014-001,,052,014,Microwave Oven Assembly | 027-026-006 | Modulator Valve - Hydraulic,VMRS_HB_COMPLETE_v20 page 6_pages_51-75.md
072-003-062,,072,003,"Mid Cam - Barrel, Lock Rod, Rear Door | 027-026-002 | Modulator Valve - Vacuum",VMRS_HB_COMPLETE_v20 page 6_pages_51-75.md
072-003-063,,072,003,"Mid Cam - Cam Lock, Lock Rod, Rear Door | 027-024-103 | Modulator Valve Assembly - Main",VMRS_HB_COMPLETE_v20 page 6_pages_51-75.md
072-003-064,,072,003,"Mid Cam - Lock Bracket, Lock Rod, Rear Door | 013-011-114 | Modulator Valve Kit",VMRS_HB_COMPLETE_v20 page 6_pages_51-75.md
055-029-010,,055,029,MIDI Fuse - Liftgate Battery Charging | 013-011-124 | Modulator Valve Kit - Front Brake,VMRS_HB_COMPLETE_v20 page 6_pages_51-75.md
291-005-009,,291,005,Milk Hose Assembly | 013-011-125 | Modulator Valve Kit - Rear Brake,VMRS_HB_COMPLETE_v20 page 6_pages_51-75.md
368-000-000,,368,000,Milling | 079-002-001 | Module,VMRS_HB_COMPLETE_v20 page 6_pages_51-75.md
041-001-029,,041,001,Minder - Air Filter | 174-025-027 | Module - School Bus Crossing Gate,VMRS_HB_COMPLETE_v20 page 6_pages_51-75.md
044-002-071,,044,002,Minder - Fuel Filter | 027-033-042 | Module - Shift Selector,VMRS_HB_COMPLETE_v20 page 6_pages_51-75.md
053-011-053,,053,011,Mineral Spirits | 013-010-389 | Module - Air Management Unit,VMRS_HB_COMPLETE_v20 page 6_pages_51-75.md
003-001-153,,003,001,Mini-Message Center - Light Bar | 043-006-130 | Module - Ammonia Control,VMRS_HB_COMPLETE_v20 page 6_pages_51-75.md
002-050-334,,002,050,"Mirror Acrodynamia | 082-019-001 | Module - Amplifier, Electrical",VMRS_HB_COMPLETE_v20 page 6_pages_51-75.md
002-010-038,,002,010,"Mirror - Aerodynamic | 043-002-031 | Module - Ampliner, Pyrometer",VMRS_HB_COMPLETE_v20 page 6_pages_51-75.md
002-010-020,,002,010,Mirror Convex Dear Redu/Rev | 003-001-251 | Module - Antanga Dadia,VMRS_HB_COMPLETE_v20 page 6_pages_51-75.md
012-011-147,,012,011,"0/2-001-035 | Mirror Hostod Convox | | Module - Antenna, RadioModule - Antilock Brakes, Trailor",VMRS_HB_COMPLETE_v20 page 6_pages_51-75.md
002-010-037,,002,010,"Mirror Heated Hood Mounted | 013-011-147 | Module - Antilock Diakes, Italiei",VMRS_HB_COMPLETE_v20 page 6_pages_51-75.md
002-010-143,,002,010,"Mirror - Heated, Hood Mounted | 026-015-011 | Module - Asset Hacking",VMRS_HB_COMPLETE_v20 page 6_pages_51-75.md
002-010-146,,002,010,Mirror - Hood Mounted | 046-003-014 | Module - Auto Shin,VMRS_HB_COMPLETE_v20 page 6_pages_51-75.md
040-005-014,,040,005,034_006_019 | Mirror - Light Bar | | Module - Battery Sentry Ston/Start Controller,VMRS_HB_COMPLETE_v20 page 6_pages_51-75.md
002-010-138,,002,010,Mirror - Look Down | 002-010-000 | Assembly Mechanical Refrigeration Unit,VMRS_HB_COMPLETE_v20 page 6_pages_51-75.md
002-010-039,,002,010,Mirror - Motorized | 082-019-015 | Module - Battery Sentry Thermostat Controller,VMRS_HB_COMPLETE_v20 page 6_pages_51-75.md
002-010-040,,002,010,Mirror - Motorized & Heated | 002 010 010 | Mechanical Refrigeration Unit,VMRS_HB_COMPLETE_v20 page 6_pages_51-75.md
002-010-002,,002,010,Mirror - Rearview | 013-005-032 | Module - Brake Pedal and Booster,VMRS_HB_COMPLETE_v20 page 6_pages_51-75.md
002-010-141,,002,010,Mirror - Rearview w/Integrated LCD Screen | 037-001-001 | Module - Bulkhead,VMRS_HB_COMPLETE_v20 page 6_pages_51-75.md
002-010-044,,002,010,"Mirror - Safety View | 014-002-035 | Module - Bumper, All",VMRS_HB_COMPLETE_v20 page 6_pages_51-75.md
002-010-139,,002,010,Mirror - Self-Adhesive | 001-001-297 | Module - Bunk Control,VMRS_HB_COMPLETE_v20 page 6_pages_51-75.md
002-010-008,,002,010,"Mirror - Spot | 048-001-049 | Module - CBC, High Voltage Battery, Hybrid",VMRS_HB_COMPLETE_v20 page 6_pages_51-75.md
002-009-030,,002,009,Mirror - Sun Visor | 037-001-002 | Module - Chassis,VMRS_HB_COMPLETE_v20 page 6_pages_51-75.md
002-010-001,,002,010,"Mirror - Tilt Type, Inner | 037-001-004 | Module - Common Powertrain Controller (CPC)",VMRS_HB_COMPLETE_v20 page 6_pages_51-75.md
002-048-223,,002,048,"Mirror - Vanity, Sun Visor, Interior | 013-010-421 | Module - Continuous Flow, Air Drier",VMRS_HB_COMPLETE_v20 page 6_pages_51-75.md
174-023-016,,174,023,"Mirror Assembly - Bus Crossview Mirror | 082-015-001 | Module - Cycle Sentry, Stop/Start Controller",VMRS_HB_COMPLETE_v20 page 6_pages_51-75.md
174-023-022,,174,023,"Mirror Assembly - Bus Crossview Mirror, Heated | | Assembly, Mechanical Refrigeration Unit",VMRS_HB_COMPLETE_v20 page 6_pages_51-75.md
174-023-031,,174,023,"Mirror Assembly - Bus Crossview/Rearview | 082-019-007 | Module - Cycle Sentry, Thermostat Controller,",VMRS_HB_COMPLETE_v20 page 6_pages_51-75.md
002-010-124,,002,010,Mirror Assembly - Crossview | 051-012-001 | Module - Data Logger,VMRS_HB_COMPLETE_v20 page 6_pages_51-75.md
002-010-147,,002,010,"Mirror Assembly - Fender/Hood, Left | 034-004-060 | Module - Day Lamp",VMRS_HB_COMPLETE_v20 page 6_pages_51-75.md
