code_9d,code_6d,system,subcode,description,source_file
,052-011,052,011,Auxiliary Power,VMRS_HB_COMPLETE_v20 page 4_pages_76-100.md
,193-002,193,002,,VMRS_HB_COMPLETE_v20 page 4_pages_76-100.md
,151-000,151,000,Auxiliary Power Unit (APU),VMRS_HB_COMPLETE_v20 page 4_pages_76-100.md
,174-039,174,039,,VMRS_HB_COMPLETE_v20 page 4_pages_76-100.md
,151-001,151,001,Auxiliary Power Unit (APU) Assembly,VMRS_HB_COMPLETE_v20 page 4_pages_76-100.md
,153-003,153,003,Auxiliary Receptacle - 120 Volt,VMRS_HB_COMPLETE_v20 page 4_pages_76-100.md
,051-016,051,016,,VMRS_HB_COMPLETE_v20 page 4_pages_76-100.md
,045-017,045,017,Auxiliary Reservoir - Oil,VMRS_HB_COMPLETE_v20 page 4_pages_76-100.md
,066-001,066,001,,VMRS_HB_COMPLETE_v20 page 4_pages_76-100.md
,029-001,029,001,Auxiliary Section - Main Transmission,VMRS_HB_COMPLETE_v20 page 4_pages_76-100.md
,065-018,065,018,,VMRS_HB_COMPLETE_v20 page 4_pages_76-100.md
,019-006,019,006,,VMRS_HB_COMPLETE_v20 page 4_pages_76-100.md
,029-000,029,000,"Auxiliary Section - Main Transmission,",VMRS_HB_COMPLETE_v20 page 4_pages_76-100.md
,091-001,091,001,,VMRS_HB_COMPLETE_v20 page 4_pages_76-100.md
,041-003,041,003,,VMRS_HB_COMPLETE_v20 page 4_pages_76-100.md
,028-000,028,000,Auxiliary Transmission,VMRS_HB_COMPLETE_v20 page 4_pages_76-100.md
,091-002,091,002,,VMRS_HB_COMPLETE_v20 page 4_pages_76-100.md
,011-001,011,001,"Axle - Non-Driven, Front",VMRS_HB_COMPLETE_v20 page 4_pages_76-100.md
,164-001,164,001,,VMRS_HB_COMPLETE_v20 page 4_pages_76-100.md
,012-001,012,001,"Axle - Non-Driven, Rear",VMRS_HB_COMPLETE_v20 page 4_pages_76-100.md
,197-021,197,021,,VMRS_HB_COMPLETE_v20 page 4_pages_76-100.md
,012-002,012,002,"Axle - Non-Driven, Tag/Pusher",VMRS_HB_COMPLETE_v20 page 4_pages_76-100.md
,061-003,061,003,,VMRS_HB_COMPLETE_v20 page 4_pages_76-100.md
,021-002,021,002,"Axle Assemblies - Driven, Front",VMRS_HB_COMPLETE_v20 page 4_pages_76-100.md
,091-000,091,000,,VMRS_HB_COMPLETE_v20 page 4_pages_76-100.md
,164-000,164,000,,VMRS_HB_COMPLETE_v20 page 4_pages_76-100.md
,022-007,022,007,"Axle Assembly - Driven, Rear",VMRS_HB_COMPLETE_v20 page 4_pages_76-100.md
,052-023,052,023,,VMRS_HB_COMPLETE_v20 page 4_pages_76-100.md
,021-001,021,001,"Axle Assembly, Driven - Front",VMRS_HB_COMPLETE_v20 page 4_pages_76-100.md
,053-020,053,020,,VMRS_HB_COMPLETE_v20 page 4_pages_76-100.md
,022-005,022,005,Axle Controls - Air Or Vacuum,VMRS_HB_COMPLETE_v20 page 4_pages_76-100.md
,022-006,022,006,Axle Controls - Electric Shift,VMRS_HB_COMPLETE_v20 page 4_pages_76-100.md
,070-000,070,000,,VMRS_HB_COMPLETE_v20 page 4_pages_76-100.md
,022-001,022,001,"Axle Housing, Rear",VMRS_HB_COMPLETE_v20 page 4_pages_76-100.md
,071-000,071,000,,VMRS_HB_COMPLETE_v20 page 4_pages_76-100.md
,021-000,021,000,"Axles - Driven, Front Steering",VMRS_HB_COMPLETE_v20 page 4_pages_76-100.md
,071-024,071,024,,VMRS_HB_COMPLETE_v20 page 4_pages_76-100.md
,022-000,022,000,"Axles - Driven, Rear",VMRS_HB_COMPLETE_v20 page 4_pages_76-100.md
