code_9d,code_6d,system,subcode,description,source_file
,000-999,000,999,,VMRS_HB_COMPLETE_v20 page 4_pages_51-75.md
,000-149,000,149,,VMRS_HB_COMPLETE_v20 page 4_pages_51-75.md
,000-199,000,199,,VMRS_HB_COMPLETE_v20 page 4_pages_51-75.md
,000-249,000,249,,VMRS_HB_COMPLETE_v20 page 4_pages_51-75.md
,000-299,000,299,,VMRS_HB_COMPLETE_v20 page 4_pages_51-75.md
,000-349,000,349,,VMRS_HB_COMPLETE_v20 page 4_pages_51-75.md
,000-399,000,399,,VMRS_HB_COMPLETE_v20 page 4_pages_51-75.md
,000-449,000,449,,VMRS_HB_COMPLETE_v20 page 4_pages_51-75.md
,000-499,000,499,,VMRS_HB_COMPLETE_v20 page 4_pages_51-75.md
,500-499,500,499,,VMRS_HB_COMPLETE_v20 page 4_pages_51-75.md
,000-749,000,749,,VMRS_HB_COMPLETE_v20 page 4_pages_51-75.md
,500-899,500,899,,VMRS_HB_COMPLETE_v20 page 4_pages_51-75.md
,000-114,000,114,,VMRS_HB_COMPLETE_v20 page 4_pages_51-75.md
,500-139,500,139,,VMRS_HB_COMPLETE_v20 page 4_pages_51-75.md
,000-164,000,164,,VMRS_HB_COMPLETE_v20 page 4_pages_51-75.md
,500-189,500,189,,VMRS_HB_COMPLETE_v20 page 4_pages_51-75.md
,000-214,000,214,,VMRS_HB_COMPLETE_v20 page 4_pages_51-75.md
,500-229,500,229,,VMRS_HB_COMPLETE_v20 page 4_pages_51-75.md
,000-254,000,254,,VMRS_HB_COMPLETE_v20 page 4_pages_51-75.md
,000-599,000,599,S,VMRS_HB_COMPLETE_v20 page 4_pages_51-75.md
,000-699,000,699,Т,VMRS_HB_COMPLETE_v20 page 4_pages_51-75.md
,000-549,000,549,,VMRS_HB_COMPLETE_v20 page 4_pages_51-75.md
,000-799,000,799,U,VMRS_HB_COMPLETE_v20 page 4_pages_51-75.md
,000-899,000,899,V,VMRS_HB_COMPLETE_v20 page 4_pages_51-75.md
,000-649,000,649,,VMRS_HB_COMPLETE_v20 page 4_pages_51-75.md
,059-042,059,042,3-Point Hitch - Farm/Industrial Tractor,VMRS_HB_COMPLETE_v20 page 4_pages_51-75.md
,197-022,197,022,Air Lock Assembly - Chain Conveyor,VMRS_HB_COMPLETE_v20 page 4_pages_51-75.md
,058-009,058,009,Accessories - Winch,VMRS_HB_COMPLETE_v20 page 4_pages_51-75.md
,051-013,051,013,Air Pump - On Board,VMRS_HB_COMPLETE_v20 page 4_pages_51-75.md
,016-008,016,008,Air Ride Suspension,VMRS_HB_COMPLETE_v20 page 4_pages_51-75.md
