code_9d,code_6d,system,subcode,description,source_file
,071-001,071,001,Floor Assembly,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,071-002,071,002,Front Wall &/Or Headboard Assembly,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,071-003,071,003,Side Wall Assembly,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,071-004,071,004,Roof Assembly & Skylight,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,071-005,071,005,Side Door Assembly - Hinged,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,071-006,071,006,Bolster & Hold-Down,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,071-007,071,007,Lining - Plywood,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,071-008,071,008,Lining - Flat Fiberglass,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,071-009,071,009,Lining - Molded Fiberalass,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,071-010,071,010,Dividers,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,071-011,071,011,ScuffLiner,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,071-013,071,013,Sealing,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,071-014,071,014,,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,071-015,071,015,Sciews - All,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,071-017,071,017,"Tappet - Nylon, All",VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,071-019,071,019,Insulation - Body,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,071-020,071,020,Flooring Assembly - Removable,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,071-023,071,023,Bulknead,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,071-024,071,024,Body /Container Assembly Complete,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,071-025,071,025,Ladder Rack,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,071-026,071,026,Body Assembly - Soft Side,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,071-027,071,027,Lining - Puncture Guard,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,071-028,071,028,Glass Rack,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,071-029,071,029,Ladder - Flip Up,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,071-030,071,030,"Roll-Up Door - Truck Body, Side",VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,071-031,071,031,"Lining - Synthetic, Side Wall, Interior",VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,071-032,071,032,Belly Cargo Box,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,071-033,071,033,Walking Floor,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,072-000,072,000,Rear Wall & Door,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,072-001,072,001,Rear Wall & Bumper Assembly,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,072-002,072,002,Header & Rail Assembly,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,072-003,072,003,"Door Assembly - Hinged, Rear",VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,072-004,072,004,"Door Assembly - Roll-Up, Rear",VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,072-005,072,005,Chain Gate & Curtain Assembly,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,072-006,072,006,Door Security Seal,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,072-007,072,007,Door Assembly Components - Rear,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,072-008,072,008,Automatic Door Opener,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,072-009,072,009,Power Roll-Up Door - Rear,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,073-000,073,000,"Shell - Tank Vessel, Inner",VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,073-001,073,001,"Vessel - Top & Bottom, Side Sheets",VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,073-002,073,002,Battles,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,073-003,073,003,Bulkheads,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,073-004,073,004,Stiffeners,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,073-005,073,005,Heads,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,073-006,073,006,Slope Sheets,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,073-007,073,007,Hopper (Cones),VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,073-008,073,008,Sumps,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,074-000,074,000,"Jacket - Tank Vessel, Outer",VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,074-001,074,001,Outer Jacket,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,075-000,075,000,,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,075-001,075,001,Fili LiaMarkala Causa,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,075-002,075,002,Manhole Cover,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,075-003,075,003,Manhole Collar,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,075-004,075,004,"Clamp - Hold-Down, Manhole Cover",VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,075-005,075,005,Hinge - Mannole Cover,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,076-000,076,000,,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,076-001,076,001,Boister,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,076-002,076,002,Rings,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,077-000,077,000,Trailer Frame & Support,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,077-001,077,001,Support - Frame Assembly,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,077-003,077,003,Ley Assembly Front,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,077-004,077,004,Frame Assembly - From,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,077-005,077,005,Sub-Frame - Upper,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,011-007,011,007,Sub-I Tallie - LOWEI,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,077-800,077,800,Slider Mechanism,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,172-009,172,009,Trim and Miscellaneous Parts,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,077-009,077,009,Spring Hangers,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,172-010,172,010,Electrical Devices - Container Body,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,077-010,077,010,Dolly,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,173-000,173,000,Tilt Bodies,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,077-012,077,012,Framing - Platform Chassis Assembly,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,173-001,173,001,Body or Bed,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,077-013,077,013,Tarp & Bow Kit,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,173-002,173,002,Boom Assembly,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,078-000,078,000,Trim & Miscellaneous Hardware,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,173-003,173,003,Hydraulics - Tilt Bodies,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,078-001,078,001,"Fender Assembly - Body, Front",VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,173-004,173,004,Support - Tilt Body,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,078-002,078,002,Fender Assembly - Rear,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,173-005,173,005,Controls - Tilt Body Unit,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,078-003,078,003,Carrier - Hose,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,173-006,173,006,Frame - Tilt Body Unit,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,078-005,078,005,Meter Assembly,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,173-007,173,007,Winches and Cables,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,078-008,078,008,Tire Carrier,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,173-008,173,008,Tarp Assembly,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,078-009,078,009,Deflector Assembly - (Mud Flaps),VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,173-009,173,009,Rollers - Tilt Body,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,078-012,078,012,Tie-Down - Tarpaulin,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,173-010,173,010,Platform - Tilt Body,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,078-013,078,013,Tarpaulin Basket,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,173-011,173,011,Tailgate,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,078-014,078,014,Tarpaulin,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,174-000,174,000,Bus Body,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,078-017,078,017,Iarpaulin Roller Assembly,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,174-001,174,001,Bus Body Assembly,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,078-018,078,018,"Rack - Containers, Liquid Or Gas",VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,174-002,174,002,Bus Entry Step Components,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,078-021,078,021,Air Duct - Reefer,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,174-003,174,003,Bus Underbody Storage Compartment,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,078-022,078,022,Shelf - Irailer,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,474-004,474,004,Components,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,078-023,078,023,Ladders - Trailers,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,174-004,174,004,Bus Underbody Battery Compartment,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,078-024,078,024,Vvalkway - Trailer,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,474-005,474,005,Components,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,078-025,078,025,Side Skirt - Trailer,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,174-005,174,005,Bus Standard Side Window,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,078-026,078,026,"Extender - Aerodynamic, Traller, Rear",VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,474-000,474,000,Components,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,078-027,078,027,Stacking Deck,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,174-006,174,006,Bus Push-Out Side Window,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,078-028,078,028,Storage Compartment - Trailer,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,174-007,174,007,Components,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,078-029,078,029,"Fairing - Trailer, Rear",VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,079-000,079,000,Pale Anti Naca Diva,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,174-008,174,008,Bus Visibility Window Components,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,079-001,079,001,Pole - Anii-Nose Dive,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,174-009,174,009,Bus Driver Sliding Window,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,079-002,079,002,Floatronia Stability Control - Trailor,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,174-010,174,010,Folding Rus Entry Door Components,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,079-003,079,003,Safety Devices,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,170-004,170,004,Harvesting,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,174-011,174,011,Components,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,170-000,170,000,Primary Conveyor,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,170-007,170,007,Bandsaw,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,174-012,174,012,Components,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,170-002,170,002,Secondary Conveyor,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,174-013,174,013,Bus Bear Emergency Door,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,170-005,170,005,Walking Ayle,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,174-014,174,014,Bus Wheelchair Access Door,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,171-000,171,000,Mixers,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,171-001,171,001,Drum,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,174-015,174,015,Bus Boof Emergency Escape Hatch,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,171-002,171,002,Drive Assembly,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,171-003,171,003,Hvdraulic Svstem - Mixers,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,174-016,174,016,Bus Roof Powered Vent Components,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,171-004,171,004,Support - Mixer,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,174-017,174,017,School Bus Stop Arm Components,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,171-005,171,005,Control - Mixer,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,174-018,174,018,Bus Barrier Components,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,171-006,171,006,Frame - Mixer Unit,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,174-019,174,019,Bus Driver Sun Visor Components,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,171-007,171,007,Water Supply - Mixer,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,174-020,174,020,Bus Driver Control Console,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,171-008,171,008,Booster Axle,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,171-009,171,009,Chutes,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,174-021,174,021,Bus Interior Luggage Rack,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,171-010,171,010,Chute Wash System - Onborad,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,172-000,172,000,Compaction Bodies,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,174-022,174,022,Bus Seat Components,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,172-001,172,001,Container Body,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,174-023,174,023,Miscellaneous Bus Body Accessories,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,172-002,172,002,Compaction Assembly,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,174-024,174,024,Bus Body Electrical Components,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,172-003,172,003,Hydraulics - Compaction Body,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,174-025,174,025,School Bus Crossing Gate,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,172-004,172,004,Support - Compacter,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,172-005,172,005,Controls - Compaction Unit,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,174-026,174,026,Bus Passenger Heater Components,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,172-006,172,006,Frame - Compaction Body Unit,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,174-027,174,027,Bus Entrance Step Heater,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,172-007,172,007,Loader Assembly,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,172-008,172,008,Ejection Assembly,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,174-028,174,028,Bus Body A/C System Components,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,174-031,174,031,Box ComponentsBus Under Driver Seat Storage Box,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,174-032,174,032,Bus Body Wheelchair Lift Components,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,174-033,174,033,Articulated Joint Assembly,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,174-034,174,034,Seat Belt Assembly,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,174-035,174,035,Bulkhead Assembly - Bus Body,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,174-036,174,036,Aisle Gate Assembly,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,174-037,174,037,Markings - Bus Body,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,174-038,174,038,Bus Body Signaling Devices,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,174-039,174,039,"Bicycle Rack - Front Mounted, BusBody",VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,174-040,174,040,Pedestrain Detection,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,175-000,175,000,Emergency Vehicles,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,175-001,175,001,Storage,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,176-000,176,000,Chassis Shipping Unit,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,176-001,176,001,Chassis Shipping Unit - Assembly,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,177-000,177,000,Recreational Vehicle,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,177-001,177,001,Recreational Vehicle Assembly,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,178-000,178,000,"Roll Off, Lugger Bodies",VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,178-001,178,001,Frame,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,178-002,178,002,Rails,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,178-003,178,003,Cable,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,178-004,178,004,Hooks,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,178-005,178,005,Pulley System,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,178-006,178,006,Stabilizer Wheel,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,080-000,080,000,Heating & Refrigeration Group,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,081-000,081,000,Heating Unit,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,081-001,081,001,Auxiliary Mounted Heater,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,081-002,081,002,Coils - Heater,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,081-003,081,003,Heating Panels,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,081-004,081,004,Tubes - Heater,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,081-005,081,005,"Heating Unit - Open Flame, Cargo",VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,081-006,081,006,Heating Unit - Catalytic,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,082-000,082,000,Mechanical Refrigeration Unit - (MRU),VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,082-001,082,001,Evaporator Assembly,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,082-002,082,002,Compressor - Mechanical RefrigerationUnit (MRU),VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,082-003,082,003,"Compressor Assembly - Hermetic Type, (MRU)",VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,082-004,082,004,"Compressor Assembly - Open Type,(MRU)",VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,082-005,082,005,Thermostat Assembly,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,082-006,082,006,Controls - (MRU),VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,082-007,082,007,Coupling/Cooling Linkage,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,082-800,082,800,Condenser Assembly - Mechanical,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,082-009,082,009,Receiver Assembly,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,082-010,082,010,Drier Assembly - Liquid Line,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,082-011,082,011,Defrosting Assembly - Heating,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,082-012,082,012,Control Panel Assembly - (MRU),VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,082-013,082,013,Three-Way Valve Assembly - Complete,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,082-014,082,014,"Clutch Assembly - Drive, (MRU)",VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,082-015,082,015,Stop Start Controller Assembly,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,082-016,082,016,Refrigeration Unit Assembly -,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,082-018,082,018,"Tank - Receiver, Mechanical",VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,082-019,082,019,Controller - Thermostat,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,082-020,082,020,Expansion Valve - Mechanical,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,082-021,082,021,Receiver Valve,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,082-022,082,022,Service Valve,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,082-023,082,023,Three-Way Valve,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,082-024,082,024,Throttling Valve,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,082-025,082,025,Compressor Assembly - Semi-,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,082-026,082,026,Remote Status Assembly,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,002-020,002,020,Framo,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,002-027,002,027,Standby Matar,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,082-029,082,029,"Sneet Metal, Grilles, Panels, Doors,",VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,000-000,000,000,Floor,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,082-030,082,030,Satellite Communications,VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,082-031,082,031,"Refrigerant, Lines, Hoses",VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
,082-032,082,032,"Nameplates, Decals, Warning Signs",VMRS_HB_COMPLETE_v20 page 5_pages_1-25.md
