code_9d,code_6d,system,subcode,description,source_file
800-282-546,,800,282,"VMRS 2000 Form 4 ©2004, TMC / ATATo Recorder This Form Call1 3OR (703) 838-1754 (Outside U.S.A.) This some matrix of the traciant vehicles and the source of the traciant vehicles and the source of the traciant vehicles and the source of the traciant vehicles and the source of the traciant vehicles and the source of the traciant vehicles and the source of the traciant vehicles and the source of the traciant vehicles and the source of the traciant vehicles and the source of the traciant vehicles and the source of the traciant vehicles and the source of the traciant vehicles and the source of the traciant vehicles and the source of the traciant vehicles and the source of the traciant vehicles and the source of the traciant vehicles and the source of the traciant vehicles and the source of the traciant vehicles and the source of the traciant vehicles and the source of the traciant vehicles and the source of the traciant vehicles and the source of the traciant vehicles and the source of the traciant vehicles and the source of the traciant vehicles and the source of the traciant vehicles and the source of the traciant vehicles and the source of the traciant vehicles and the source of the traciant vehicles and the source of the traciant vehicles and the source of the traciant vehicles and the source of the traciant vehicles and the source of the traciant vehicles and the source of the traciant vehicles and the source of the traciant vehicles and the source of the traciant vehicles and the source of the traciant vehicles and the source of the traciant vehicles and the source of the traciant vehicles and the source of the traciant vehicles and the source of the traciant vehicles and the source of the traciant vehicles and the source of the traciant vehicles and the source of the traciant vehicles and the source of the traciant vehicles and the source of the traciant vehicles and the source of the traciant vehicles and the source of the traciant vehicles and the source of the traciant vehicles and the so | CLE MAINTENANCEODUCED WITHOUTD.",VMRS_HB_COMPLETE_v20 page 2_pages_51-75.md
,500-384,500,384,1992 CTRPZ T00 3840 1226 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 | ao ao,VMRS_HB_COMPLETE_v20 page 2_pages_51-75.md
,502-500,502,500,IC LYS 10 8600 159 45 8 | 4,VMRS_HB_COMPLETE_v20 page 2_pages_51-75.md
031-630-175,,031,630,OR (7 | | 4 (Outside U | 5.6.5-1105-5536-62211 (1980) 6077 | | PHOP SOIL ROOK AL | 1011-1658 | event form,VMRS_HB_COMPLETE_v20 page 2_pages_51-75.md
,101-125,101,125,9 | | 75-93 kW,VMRS_HB_COMPLETE_v20 page 2_pages_51-75.md
,126-150,126,150,В | | 94-112 kW,VMRS_HB_COMPLETE_v20 page 2_pages_51-75.md
,151-175,151,175,С | | 113-131 kW,VMRS_HB_COMPLETE_v20 page 2_pages_51-75.md
,176-200,176,200,D | | 131-149 kW,VMRS_HB_COMPLETE_v20 page 2_pages_51-75.md
,201-225,201,225,E | | 150-168 kW,VMRS_HB_COMPLETE_v20 page 2_pages_51-75.md
,226-250,226,250,F | | 169-186 kW,VMRS_HB_COMPLETE_v20 page 2_pages_51-75.md
,251-275,251,275,G | | 187-205 kW,VMRS_HB_COMPLETE_v20 page 2_pages_51-75.md
,276-300,276,300,Н | | 206-224 kW,VMRS_HB_COMPLETE_v20 page 2_pages_51-75.md
,301-325,301,325,J | | 225-242 kW,VMRS_HB_COMPLETE_v20 page 2_pages_51-75.md
,326-350,326,350,K | | 243-261 kW,VMRS_HB_COMPLETE_v20 page 2_pages_51-75.md
,351-375,351,375,L | | 262-280 kW,VMRS_HB_COMPLETE_v20 page 2_pages_51-75.md
,376-400,376,400,Μ | | 281-298 kW,VMRS_HB_COMPLETE_v20 page 2_pages_51-75.md
,401-425,401,425,Ν | | 299-317 kW,VMRS_HB_COMPLETE_v20 page 2_pages_51-75.md
,426-450,426,450,Ρ | | 318-336 kW,VMRS_HB_COMPLETE_v20 page 2_pages_51-75.md
,451-475,451,475,Q | | 336-354 kW,VMRS_HB_COMPLETE_v20 page 2_pages_51-75.md
,476-500,476,500,R | | 355-373 kW,VMRS_HB_COMPLETE_v20 page 2_pages_51-75.md
,501-525,501,525,S | | 374-391 kW,VMRS_HB_COMPLETE_v20 page 2_pages_51-75.md
,526-550,526,550,Т | | 392-410 kW,VMRS_HB_COMPLETE_v20 page 2_pages_51-75.md
,551-575,551,575,U | | 411-429 kW,VMRS_HB_COMPLETE_v20 page 2_pages_51-75.md
,576-600,576,600,V | | 430-447 kW,VMRS_HB_COMPLETE_v20 page 2_pages_51-75.md
,601-625,601,625,W | | 448-466 kW,VMRS_HB_COMPLETE_v20 page 2_pages_51-75.md
,626-650,626,650,Х | | 467-485 kW,VMRS_HB_COMPLETE_v20 page 2_pages_51-75.md
,651-675,651,675,Υ | | 486-503 kW,VMRS_HB_COMPLETE_v20 page 2_pages_51-75.md
